0.01,1.6133
0.41394,1.6465
0.81788,1.732
1.2218,1.8346
1.6258,1.9019
2.0297,1.8971
2.4336,1.828
2.8376,1.729
3.2415,1.6289
3.6455,1.5415
4.0494,1.4708
4.4533,1.416
4.8573,1.3752
5.2612,1.3463
5.6652,1.3278
6.0691,1.3183
6.473,1.3171
6.877,1.3236
7.2809,1.3379
7.6848,1.3602
8.0888,1.3911
8.4927,1.4316
8.8967,1.4834
9.3006,1.5486
9.7045,1.6306
10.108,1.7337
10.512,1.8647
10.916,2.0332
11.32,2.2535
11.724,2.547
12.128,2.9438
12.532,3.4755
12.936,4.1225
13.34,4.6373
13.744,4.507
14.148,3.7513
14.552,2.9272
14.956,2.2844
15.36,1.8192
15.764,1.4815
16.168,1.2306
16.572,1.0391
16.975,0.88939
17.379,0.76989
17.783,0.67275
18.187,0.59255
18.591,0.52546
18.995,0.4687
19.399,0.4202
19.803,0.3784
20.207,0.34209
20.611,0.31036
21.015,0.28244
21.419,0.25776
21.823,0.23583
22.227,0.21627
22.631,0.19875
23.035,0.183
23.438,0.1688
23.842,0.15595
24.246,0.1443
24.65,0.13371
25.054,0.12406
25.458,0.11525
25.862,0.10719
26.266,0.099796
26.67,0.09301
27.074,0.086768
27.478,0.08102
27.882,0.075718
28.286,0.070821
28.69,0.066293
29.094,0.062101
29.498,0.058215
29.902,0.054611
30.305,0.051263
30.709,0.048152
31.113,0.045257
31.517,0.042561
31.921,0.040049
32.325,0.037705
32.729,0.035519
33.133,0.033476
33.537,0.031567
33.941,0.029781
34.345,0.02811
34.749,0.026546
35.153,0.02508
35.557,0.023705
35.961,0.022416
36.365,0.021206
36.768,0.02007
37.172,0.019002
37.576,0.017999
37.98,0.017055
38.384,0.016168
38.788,0.015332
39.192,0.014545
39.596,0.013804
40,0.013106
