0.01,0.043202
0.41394,0.087273
0.81788,0.16225
1.2218,0.24992
1.6258,0.33805
2.0297,0.39764
2.4336,0.40833
2.8376,0.38508
3.2415,0.35186
3.6455,0.32079
4.0494,0.29522
4.4533,0.27524
4.8573,0.26016
5.2612,0.24926
5.6652,0.24197
6.0691,0.23798
6.473,0.23713
6.877,0.2395
7.2809,0.24536
7.6848,0.25523
8.0888,0.26991
8.4927,0.29049
8.8967,0.31804
9.3006,0.35241
9.7045,0.38845
10.108,0.40962
10.512,0.39295
10.916,0.33925
11.32,0.27518
11.724,0.21956
12.128,0.1764
12.532,0.14382
12.936,0.1191
13.34,0.10008
13.744,0.085169
14.148,0.073286
14.552,0.063665
14.956,0.055767
15.36,0.049201
15.764,0.043683
16.168,0.039
16.572,0.034991
16.975,0.031532
17.379,0.028528
17.783,0.025901
18.187,0.023592
18.591,0.021552
18.995,0.01974
19.399,0.018124
19.803,0.016678
20.207,0.015378
20.611,0.014207
21.015,0.013147
21.419,0.012186
21.823,0.011312
22.227,0.010516
22.631,0.0097876
23.035,0.0091212
23.438,0.0085097
23.842,0.0079476
24.246,0.0074301
24.65,0.0069528
25.054,0.0065119
25.458,0.0061041
25.862,0.0057264
26.266,0.0053761
26.67,0.0050509
27.074,0.0047486
27.478,0.0044674
27.882,0.0042054
28.286,0.0039613
28.69,0.0037334
29.094,0.0035207
29.498,0.0033219
29.902,0.003136
30.305,0.0029621
30.709,0.0027991
31.113,0.0026465
31.517,0.0025033
31.921,0.002369
32.325,0.0022429
32.729,0.0021245
33.133,0.0020133
33.537,0.0019086
33.941,0.0018102
34.345,0.0017176
34.749,0.0016304
35.153,0.0015482
35.557,0.0014708
35.961,0.0013978
36.365,0.001329
36.768,0.001264
37.172,0.0012027
37.576,0.0011447
37.98,0.00109
38.384,0.0010383
38.788,0.0009894
39.192,0.00094315
39.596,0.00089938
40,0.00085794
