0.01,2.4367
0.41394,2.338
0.81788,2.2018
1.2218,2.1536
1.6258,2.2019
2.0297,2.3426
2.4336,2.5913
2.8376,2.9951
3.2415,3.6578
3.6455,4.7861
4.0494,6.5355
4.4533,7.1388
4.8573,5.1015
5.2612,3.3991
5.6652,2.4154
6.0691,1.8223
6.473,1.4365
6.877,1.1691
7.2809,0.9745
7.6848,0.82748
8.0888,0.71304
8.4927,0.62181
8.8967,0.54762
9.3006,0.48631
9.7045,0.43492
10.108,0.39133
10.512,0.35397
10.916,0.32167
11.32,0.29351
11.724,0.26878
12.128,0.24694
12.532,0.22752
12.936,0.21018
13.34,0.19462
13.744,0.1806
14.148,0.16791
14.552,0.15638
14.956,0.14588
15.36,0.13629
15.764,0.1275
16.168,0.11942
16.572,0.11198
16.975,0.10511
17.379,0.09876
17.783,0.092874
18.187,0.08741
18.591,0.082329
18.995,0.077597
19.399,0.073185
19.803,0.069064
20.207,0.065212
20.611,0.061606
21.015,0.058228
21.419,0.055059
21.823,0.052085
22.227,0.049292
22.631,0.046665
23.035,0.044194
23.438,0.041868
23.842,0.039677
24.246,0.037613
24.65,0.035666
25.054,0.033829
25.458,0.032096
25.862,0.03046
26.266,0.028914
26.67,0.027454
27.074,0.026074
27.478,0.02477
27.882,0.023537
28.286,0.02237
28.69,0.021267
29.094,0.020222
29.498,0.019234
29.902,0.018298
30.305,0.017412
30.709,0.016573
31.113,0.015778
31.517,0.015025
31.921,0.014312
32.325,0.013635
32.729,0.012994
33.133,0.012386
33.537,0.01181
33.941,0.011263
34.345,0.010744
34.749,0.010252
35.153,0.0097844
35.557,0.0093409
35.961,0.0089198
36.365,0.0085199
36.768,0.00814
37.172,0.0077792
37.576,0.0074362
37.98,0.0071103
38.384,0.0068004
38.788,0.0065058
39.192,0.0062255
39.596,0.0059589
40,0.0057053
