0.01,2.5859
0.41394,2.7004
0.81788,3.0404
1.2218,3.583
1.6258,4.109
2.0297,4.1788
2.4336,3.7773
2.8376,3.2915
3.2415,2.9102
3.6455,2.6476
4.0494,2.4785
4.4533,2.3796
4.8573,2.3362
5.2612,2.3403
5.6652,2.3897
6.0691,2.488
6.473,2.6446
6.877,2.879
7.2809,3.2265
7.6848,3.7554
8.0888,4.6047
8.4927,6.0774
8.8967,8.6884
9.3006,10.732
9.7045,7.7023
10.108,4.8913
10.512,3.3677
10.916,2.4893
11.32,1.9328
11.724,1.5537
12.128,1.2809
12.532,1.0765
12.936,0.91833
13.34,0.79293
13.744,0.69142
14.148,0.60788
14.552,0.53815
14.956,0.47925
15.36,0.429
15.764,0.38575
16.168,0.34822
16.572,0.31545
16.975,0.28666
17.379,0.26122
17.783,0.23865
18.187,0.21852
18.591,0.20051
18.995,0.18433
19.399,0.16976
19.803,0.15659
20.207,0.14466
20.611,0.13381
21.015,0.12394
21.419,0.11494
21.823,0.1067
22.227,0.099163
22.631,0.092245
23.035,0.085888
23.438,0.080038
23.842,0.074648
24.246,0.069674
24.65,0.06508
25.054,0.06083
25.458,0.056897
25.862,0.053251
26.266,0.049869
26.67,0.04673
27.074,0.043812
27.478,0.041099
27.882,0.038574
28.286,0.036223
28.69,0.034032
29.094,0.031988
29.498,0.030082
29.902,0.028301
30.305,0.026638
30.709,0.025084
31.113,0.02363
31.517,0.022269
31.921,0.020996
32.325,0.019803
32.729,0.018686
33.133,0.017638
33.537,0.016656
33.941,0.015734
34.345,0.014869
34.749,0.014056
35.153,0.013293
35.557,0.012576
35.961,0.011902
36.365,0.011268
36.768,0.010671
37.172,0.01011
37.576,0.0095812
37.98,0.0090834
38.384,0.0086144
38.788,0.0081725
39.192,0.0077558
39.596,0.0073628
40,0.0069921
