0.01,0.031126
0.41394,0.035355
0.81788,0.044311
1.2218,0.053726
1.6258,0.061773
2.0297,0.068071
2.4336,0.072782
2.8376,0.076208
3.2415,0.078635
3.6455,0.080297
4.0494,0.081372
4.4533,0.081993
4.8573,0.082259
5.2612,0.082246
5.6652,0.08201
6.0691,0.081594
6.473,0.081033
6.877,0.080356
7.2809,0.079584
7.6848,0.078736
8.0888,0.077828
8.4927,0.076874
8.8967,0.075885
9.3006,0.074871
9.7045,0.073841
10.108,0.072803
10.512,0.071764
10.916,0.070731
11.32,0.069709
11.724,0.068703
12.128,0.067718
12.532,0.06676
12.936,0.065831
13.34,0.064936
13.744,0.064079
14.148,0.063264
14.552,0.062494
14.956,0.061774
15.36,0.061107
15.764,0.060498
16.168,0.059951
16.572,0.059472
16.975,0.059065
17.379,0.058737
17.783,0.058496
18.187,0.058349
18.591,0.058306
18.995,0.058377
19.399,0.058577
19.803,0.058919
20.207,0.059422
20.611,0.060106
21.015,0.060995
21.419,0.062116
21.823,0.063501
22.227,0.065179
22.631,0.06718
23.035,0.06952
23.438,0.072183
23.842,0.075088
24.246,0.078033
24.65,0.080614
25.054,0.082174
25.458,0.081874
25.862,0.079033
26.266,0.073597
26.67,0.066299
27.074,0.05825
27.478,0.050398
27.882,0.043286
28.286,0.037109
28.69,0.031861
29.094,0.027444
29.498,0.023734
29.902,0.020614
30.305,0.017981
30.709,0.015748
31.113,0.013845
31.517,0.012215
31.921,0.010811
32.325,0.0095977
32.729,0.0085434
33.133,0.0076238
33.537,0.0068187
33.941,0.0061114
34.345,0.005488
34.749,0.0049369
35.153,0.0044484
35.557,0.0040143
35.961,0.0036276
36.365,0.0032823
36.768,0.0029735
37.172,0.0026968
37.576,0.0024483
37.98,0.0022248
38.384,0.0020236
38.788,0.0018421
39.192,0.0016781
39.596,0.0015299
40,0.0013956
